Flag,Phrase,FlagName,CategoryNumber,ID,RequiredFlags,IncompatibleStatus,IncompatibleUsage,RelatedFlag,RequiredDifficulty,Mandatory,CategoryName,CategoryTextTag,LayerType,ToyUsed,RequiredStatus,RequiresReadyStep,InteractionDefault,UrgeDisabled,MinimumTime,Kink,BasePleasureIntensity,LayerPleasureIntensity
InflatablePlugVariantPlay,<b>play with</b> the <b>[INFLATABLEPLUG]</b> in <b>[ITS/YOUR/SUBNAME] ass</b>,Inflatable Plug,1,11,inflatableplug,,,,Anal_1_1,,Variant,[INTERACTINFLATABLEPLUG],"Plug, Anal",[INFLATABLEPLUG],,Yes,Yes,,,60,-1,2
SmallVaginalInsertableSpeedDefault,,Small Vaginal Insertable,1,0,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Speed,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,-1,-1
SmallVaginalInsertableSpeedFast,<b>quickly</b>,Small Vaginal Insertable,1,1,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Speed,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,3,3
SmallVaginalInsertableSpeedSlow,<b>slowly</b>,Small Vaginal Insertable,1,2,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Speed,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,0,0
SmallVaginalInsertableVariantDefault,<b>fuck [ITS/YOUR/SUBNAME] pussy</b> with,Small Vaginal Insertable,2,0,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,M,Variant,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,-1,-1
SmallVaginalInsertableVariantThrusts,<b>thrust in and out</b> of <b>[ITS/YOUR/SUBNAME] pussy</b> with,Small Vaginal Insertable,2,1,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
SmallVaginalInsertableVariantSqueezeAndHold,<b>squeeze [ITS/YOUR/SUBNAME] pussy</b> and <b>hold it</b> around,Small Vaginal Insertable,2,2,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,0,0
SmallVaginalInsertableVariantSqueezeAndThrust,<b>squeeze [ITS/YOUR/SUBNAME] pussy</b> and <b>thrust in and out</b> with,Small Vaginal Insertable,2,3,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
SmallVaginalInsertableVariantBounceOn,<b>bounce [ITS/YOUR/SUBNAME] pussy</b> on,Small Vaginal Insertable,2,4,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
SmallVaginalInsertableVariantTwistSimple,<b>twist inside [ITS/YOUR/SUBNAME] pussy</b> with,Small Vaginal Insertable,2,5,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,1,1
SmallVaginalInsertableVariantTwistAndThrust,<b>twist</b> and <b>thrust in and out</b> of <b>[ITS/YOUR/SUBNAME] pussy</b> with,Small Vaginal Insertable,2,6,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
SmallVaginalInsertableVariantFuck,<b>fuck [ITS/YOUR/SUBNAME] pussy</b> with,Small Vaginal Insertable,2,7,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,3,3
SmallVaginalInsertableDepthDefault,[ITS/YOUR/THEIR] <b>[SMALLVAGINALINSERTABLE]</b>,Small Vaginal Insertable,3,0,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,M,Depth,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,-1,-1
SmallVaginalInsertableDepthJustTheTip,<b>just the tip</b> of [ITS/YOUR/THEIR] <b>[SMALLVAGINALINSERTABLE]</b>,Small Vaginal Insertable,3,1,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Depth,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,1,1
SmallVaginalInsertableDepthShallow,<b>half the length</b> of [ITS/YOUR/THEIR] <b>[SMALLVAGINALINSERTABLE]</b>,Small Vaginal Insertable,3,2,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Depth,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
SmallVaginalInsertableDepthDeep,[ITS/YOUR/THEIR] <b>entire [SMALLVAGINALINSERTABLE]</b>,Small Vaginal Insertable,3,3,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Depth,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,3,3
SmallVaginalInsertableDepthGeneric,[ITS/YOUR/THEIR] <b>[SMALLVAGINALINSERTABLE]</b>,Small Vaginal Insertable,3,4,smallvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Depth,[INTERACTSMALLVAGINALINSERTABLE],"Penetration, Vaginal",[SMALLVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
MediumVaginalInsertableSpeedDefault,,Medium Vaginal Insertable,1,0,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Speed,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,-1,-1
MediumVaginalInsertableSpeedFast,<b>quickly</b>,Medium Vaginal Insertable,1,1,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Speed,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,3,3
MediumVaginalInsertableSpeedSlow,<b>slowly</b>,Medium Vaginal Insertable,1,2,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Speed,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,0,0
MediumVaginalInsertableVariantDefault,<b>fuck [ITS/YOUR/SUBNAME] pussy</b> with,Medium Vaginal Insertable,2,0,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,M,Variant,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,-1,-1
MediumVaginalInsertableVariantThrusts,<b>thrust in and out</b> of <b>[ITS/YOUR/SUBNAME] pussy</b> with,Medium Vaginal Insertable,2,1,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Variant,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,2,2
MediumVaginalInsertableVariantSqueezeAndHold,<b>squeeze [ITS/YOUR/SUBNAME] pussy</b> and <b>hold it</b> around,Medium Vaginal Insertable,2,2,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Variant,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,0,0
MediumVaginalInsertableVariantSqueezeAndThrust,<b>squeeze [ITS/YOUR/SUBNAME] pussy</b> and <b>thrust in and out</b> with,Medium Vaginal Insertable,2,3,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Variant,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,2,2
MediumVaginalInsertableVariantBounceOn,<b>bounce [ITS/YOUR/SUBNAME] pussy</b> on,Medium Vaginal Insertable,2,4,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Variant,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,2,2
MediumVaginalInsertableVariantTwistSimple,<b>twist inside [ITS/YOUR/SUBNAME] pussy</b> with,Medium Vaginal Insertable,2,5,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Variant,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,1,1
MediumVaginalInsertableVariantTwistAndThrust,<b>twist</b> and <b>thrust in and out</b> of <b>[ITS/YOUR/SUBNAME] pussy</b> with,Medium Vaginal Insertable,2,6,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Variant,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,2,2
MediumVaginalInsertableVariantFuck,<b>fuck [ITS/YOUR/SUBNAME] pussy</b> with,Medium Vaginal Insertable,2,7,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Variant,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,3,3
MediumVaginalInsertableDepthDefault,[ITS/YOUR/THEIR] <b>[MEDIUMVAGINALINSERTABLE]</b>,Medium Vaginal Insertable,3,0,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,M,Depth,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,-1,-1
MediumVaginalInsertableDepthJustTheTip,<b>just the tip</b> of [ITS/YOUR/THEIR] <b>[MEDIUMVAGINALINSERTABLE]</b>,Medium Vaginal Insertable,3,1,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Depth,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,1,1
MediumVaginalInsertableDepthShallow,<b>half the length</b> of [ITS/YOUR/THEIR] <b>[MEDIUMVAGINALINSERTABLE]</b>,Medium Vaginal Insertable,3,2,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Depth,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,2,2
MediumVaginalInsertableDepthDeep,[ITS/YOUR/THEIR] <b>entire [MEDIUMVAGINALINSERTABLE]</b>,Medium Vaginal Insertable,3,3,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Depth,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,3,3
MediumVaginalInsertableDepthGeneric,[ITS/YOUR/THEIR] <b>[MEDIUMVAGINALINSERTABLE]</b>,Medium Vaginal Insertable,3,4,mediumvaginalinsertable,VaginalBusy,,,Vaginal_1_2,,Depth,[INTERACTMEDIUMVAGINALINSERTABLE],"Penetration, Vaginal",[MEDIUMVAGINALINSERTABLE],,Yes,Yes,,,40,2,2
LargeVaginalInsertableSpeedDefault,,Large Vaginal Insertable,1,0,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Speed,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,-1,-1
LargeVaginalInsertableSpeedFast,<b>quickly</b>,Large Vaginal Insertable,1,1,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Speed,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,3,3
LargeVaginalInsertableSpeedSlow,<b>slowly</b>,Large Vaginal Insertable,1,2,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Speed,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,0,0
LargeVaginalInsertableVariantDefault,<b>fuck [ITS/YOUR/SUBNAME] pussy</b> with,Large Vaginal Insertable,2,0,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,M,Variant,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,-1,-1
LargeVaginalInsertableVariantThrusts,<b>thrust in and out</b> of <b>[ITS/YOUR/SUBNAME] pussy</b> with,Large Vaginal Insertable,2,1,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,2,2
LargeVaginalInsertableVariantSqueezeAndHold,<b>squeeze [ITS/YOUR/SUBNAME] pussy</b> and <b>hold it</b> around,Large Vaginal Insertable,2,2,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,0,0
LargeVaginalInsertableVariantSqueezeAndThrust,<b>squeeze [ITS/YOUR/SUBNAME] pussy</b> and <b>thrust in and out</b> with,Large Vaginal Insertable,2,3,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,2,2
LargeVaginalInsertableVariantBounceOn,<b>bounce [ITS/YOUR/SUBNAME] pussy</b> on,Large Vaginal Insertable,2,4,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,2,2
LargeVaginalInsertableVariantTwistSimple,<b>twist inside [ITS/YOUR/SUBNAME] pussy</b> with,Large Vaginal Insertable,2,5,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,1,1
LargeVaginalInsertableVariantTwistAndThrust,<b>twist</b> and <b>thrust in and out</b> of <b>[ITS/YOUR/SUBNAME] pussy</b> with,Large Vaginal Insertable,2,6,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,2,2
LargeVaginalInsertableVariantFuck,<b>fuck [ITS/YOUR/SUBNAME] pussy</b> with,Large Vaginal Insertable,2,7,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,3,3
LargeVaginalInsertableDepthDefault,[ITS/YOUR/THEIR] <b>[LARGEVAGINALINSERTABLE]</b>,Large Vaginal Insertable,3,0,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,M,Depth,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,-1,-1
LargeVaginalInsertableDepthJustTheTip,<b>just the tip</b> of [ITS/YOUR/THEIR] <b>[LARGEVAGINALINSERTABLE]</b>,Large Vaginal Insertable,3,1,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Depth,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,1,1
LargeVaginalInsertableDepthShallow,<b>half the length</b> of [ITS/YOUR/THEIR] <b>[LARGEVAGINALINSERTABLE]</b>,Large Vaginal Insertable,3,2,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Depth,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,2,2
LargeVaginalInsertableDepthDeep,[ITS/YOUR/THEIR] <b>entire [LARGEVAGINALINSERTABLE]</b>,Large Vaginal Insertable,3,3,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Depth,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,3,3
LargeVaginalInsertableDepthGeneric,[ITS/YOUR/THEIR] <b>[LARGEVAGINALINSERTABLE]</b>,Large Vaginal Insertable,3,4,largevaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Depth,[INTERACTLARGEVAGINALINSERTABLE],"Penetration, Vaginal",[LARGEVAGINALINSERTABLE],,Yes,Yes,,,80,2,2
VibratingVaginalInsertableSpeedDefault,,Vibrating Vaginal Insertable,1,0,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Speed,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,-1,-1
VibratingVaginalInsertableSpeedFast,<b>quickly</b>,Vibrating Vaginal Insertable,1,1,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Speed,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,3,3
VibratingVaginalInsertableSpeedSlow,<b>slowly</b>,Vibrating Vaginal Insertable,1,2,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Speed,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,0,0
VibratingVaginalInsertableVariantDefault,<b>fuck [ITS/YOUR/SUBNAME] pussy</b> with,Vibrating Vaginal Insertable,2,0,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,M,Variant,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,-1,-1
VibratingVaginalInsertableVariantThrusts,<b>thrust in and out</b> of <b>[ITS/YOUR/SUBNAME] pussy</b> with,Vibrating Vaginal Insertable,2,1,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
VibratingVaginalInsertableVariantSqueezeAndHold,<b>squeeze [ITS/YOUR/SUBNAME] pussy</b> and <b>hold it</b> around,Vibrating Vaginal Insertable,2,2,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,0,0
VibratingVaginalInsertableVariantSqueezeAndThrust,<b>squeeze [ITS/YOUR/SUBNAME] pussy</b> and <b>thrust in and out</b> with,Vibrating Vaginal Insertable,2,3,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
VibratingVaginalInsertableVariantBounceOn,<b>bounce [ITS/YOUR/SUBNAME] pussy</b> on,Vibrating Vaginal Insertable,2,4,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
VibratingVaginalInsertableVariantTwistSimple,<b>twist inside [ITS/YOUR/SUBNAME] pussy</b> with,Vibrating Vaginal Insertable,2,5,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,1,1
VibratingVaginalInsertableVariantTwistAndThrust,<b>twist</b> and <b>thrust in and out</b> of <b>[ITS/YOUR/SUBNAME] pussy</b> with,Vibrating Vaginal Insertable,2,6,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
VibratingVaginalInsertableVariantFuck,<b>fuck [ITS/YOUR/SUBNAME] pussy</b> with,Vibrating Vaginal Insertable,2,7,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Variant,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,3,3
VibratingVaginalInsertableDepthDefault,[ITS/YOUR/THEIR] <b>[VIBRATINGVAGINALINSERTABLE]</b>,Vibrating Vaginal Insertable,3,0,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,M,Depth,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,-1,-1
VibratingVaginalInsertableDepthJustTheTip,<b>just the tip</b> of [ITS/YOUR/THEIR] <b>[VIBRATINGVAGINALINSERTABLE]</b>,Vibrating Vaginal Insertable,3,1,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Depth,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,1,1
VibratingVaginalInsertableDepthShallow,<b>half the length</b> of [ITS/YOUR/THEIR] <b>[VIBRATINGVAGINALINSERTABLE]</b>,Vibrating Vaginal Insertable,3,2,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Depth,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
VibratingVaginalInsertableDepthDeep,[ITS/YOUR/THEIR] <b>entire [VIBRATINGVAGINALINSERTABLE]</b>,Vibrating Vaginal Insertable,3,3,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Depth,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,3,3
VibratingVaginalInsertableDepthGeneric,[ITS/YOUR/THEIR] <b>[VIBRATINGVAGINALINSERTABLE]</b>,Vibrating Vaginal Insertable,3,4,vibratingvaginalinsertable,VaginalBusy,,,Vaginal_1_0,,Depth,[INTERACTVIBRATINGVAGINALINSERTABLE],"Penetration, Vaginal",[VIBRATINGVAGINALINSERTABLE],,Yes,Yes,,,0,2,2
KnottedVaginalInsertableSpeedDefault,,Knotted Vaginal Insertable,1,0,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Speed,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,-1,-1
KnottedVaginalInsertableSpeedFast,<b>quickly</b>,Knotted Vaginal Insertable,1,1,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Speed,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,3,3
KnottedVaginalInsertableSpeedSlow,<b>slowly</b>,Knotted Vaginal Insertable,1,2,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Speed,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,0,0
KnottedVaginalInsertableVariantDefault,<b>fuck [ITS/YOUR/SUBNAME] pussy</b> with,Knotted Vaginal Insertable,2,0,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,M,Variant,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,-1,-1
KnottedVaginalInsertableVariantThrusts,<b>thrust in and out</b> of <b>[ITS/YOUR/SUBNAME] pussy</b> with,Knotted Vaginal Insertable,2,1,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,2,2
KnottedVaginalInsertableVariantSqueezeAndHold,<b>squeeze [ITS/YOUR/SUBNAME] pussy</b> and <b>hold it</b> around,Knotted Vaginal Insertable,2,2,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,0,0
KnottedVaginalInsertableVariantSqueezeAndThrust,<b>squeeze [ITS/YOUR/SUBNAME] pussy</b> and <b>thrust in and out</b> with,Knotted Vaginal Insertable,2,3,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,2,2
KnottedVaginalInsertableVariantBounceOn,<b>bounce [ITS/YOUR/SUBNAME] pussy</b> on,Knotted Vaginal Insertable,2,4,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,2,2
KnottedVaginalInsertableVariantTwistSimple,<b>twist inside [ITS/YOUR/SUBNAME] pussy</b> with,Knotted Vaginal Insertable,2,5,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,1,1
KnottedVaginalInsertableVariantTwistAndThrust,<b>twist</b> and <b>thrust in and out</b> of <b>[ITS/YOUR/SUBNAME] pussy</b> with,Knotted Vaginal Insertable,2,6,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,2,2
KnottedVaginalInsertableVariantFuck,<b>fuck [ITS/YOUR/SUBNAME] pussy</b> with,Knotted Vaginal Insertable,2,7,knottedvaginalinsertable,VaginalBusy,,,Vaginal_1_3,,Variant,[INTERACTKNOTTEDVAGINALINSERTABLE],"Penetration, Vaginal",[KNOTTEDVAGINALINSERTABLE],,Yes,Yes,,,80,3,3
